Name 	Vol. 	Place 	Date 	Reference 	Relationships 	Update 	Id
Σύμμαχος 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 170; 		2018-03-14 	
Σύμμαχος 	V6	Agraina	326-326	IGLS_XV_1 254; 	child of Φίλιππος	2018-03-14 	
Σύμμαχος 	V6	Agraina	imperial	IGLS_XV_1 278; 		2018-03-14 	
Σύμμαχος 	V6	Agraina	imperial	IGLS_XV_1 278; 		2018-03-14 	
Σύμμαχος 	V6	Agraina	imperial	IGLS_XV_1 283; 		2018-03-14 	
Σύμμαχος 	V6	Sidon	byzantine	IMnBeyrouth 145; 		2018-03-14 	
Σύμμαχος 	V6	Tyre,	P3B	IG II<2> 10472; FRA 7205	child of Ἀφροδίσιος	2018-03-14 	
Σύμμαχος 	V6	Berytos,	-149--100	ID 2611 b; 	child of Δημοφῶν	2018-03-14 	
Σύμμαχος 	V6	Gerasa	251-300	IGerasa 73, 7; 		2018-03-14 	
Σύμμαχος 	V6	Tiberias	P3-4A	SEG VIII 10, 2	child of Ἰοῦστος	2018-03-14 	
Σύμμαχος 	V6	Tripolis,Rome	P3-4A	JIWE II 113		2018-03-14 	
Σύμμαχος 	V6	Gerasa	223-230	IGerasa 68; SEG LIV 1690		2018-03-27 	
Συμμεος 	V6	‘Afnā	212-212	Mittmann_Beiträge 181 no. 18		2018-03-14 	
Συμσελημος 	V6	Sidon	P3B	CIS_I 119; FRA 6703		2018-03-14 	
Συμυσχουν 	V6	Tyre	P1A	RHR 63 (1911) p. 311, 15		2018-03-14 	
Σύμφορον 	V6	Sinai	byzantine	ZPE 7 (1971) p. 160 no. 18; ZPE 8 (1971) p. 160		2018-03-14 	
Συμχος 	V6	Doura-Europos	PM1A	SEG VII 372, 9		2018-03-14 	
Σύμων 	V6	Kaisareia	200-600	CIIP_II 1554; 		2018-03-14 	
Σύμων 	V6	Kaisareia	200-600	CIIP_II 1555; 	child of Ιακωνας	2018-03-14 	
Σύμων 	V6	Kaisareia	byzantine	CIIP_II 1556; 		2018-03-14 	
Σύμων 	V6	Kaisareia	byzantine	CIIP_II 1557; 		2018-03-14 	
Σύμων 	V6	Ioppe	200-600	CIIP_III 2215; 		2018-03-14 	
Σύμων 	V6	Ioppe	200-600	CIIP_III 2235; 		2018-03-14 	
Σύμων 	V6	Ioppe	200-600	CIIP_III 2236; 	child of Εισακιος	2018-03-14 	
Σύμων 	V6	Lydda	200-600	CIIP_III 2237; 	child of Ιακω	2018-03-14 	
Συμων 	V6	Besara-Beth She‘arim	-100-100	ZDPV 82 (1966) p. 57; 		2018-03-14 	
Σύμων 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 220; 		2018-03-14 	
Συμωνης 	V6	Palmyra-Tadmur	51-100	IGLS_XVII.1 517; 	child of Μοφλεος	2018-03-14 	
Συμωνης 	V6	Palmyra-Tadmur	114-115	IGLS_XVII.1 517; 	child of Φιλᾶς	2018-03-14 	
Συμωνης 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 117; Notables p. 277		2018-03-14 	
Συμωνης 	test	Palmyra-Tadmur	144-144	IGLS_XVII.1 127; 		2018-03-14 	
Συμωνης 	test	Palmyra-Tadmur	101-150	IGLS_XVII.1 127; 	child of Βαζεκης	2018-03-14 	
Συμωνης 	test	Palmyra-Tadmur	101-150	IGLS_XVII.1 351; 		2018-03-14 	
Συμωνης 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 465; 	child of Οβαιανης	2018-03-14 	
Συνέγδημος 	V6	Sidon	P1-2A	SEG LXI 1404, 3		2018-03-14 	
Συνέδριος 	V6	Adraa	imperial	IGLS_XIV_1 143, 2		2018-03-14 	
Σύνετος 	V6	Neapolis-Nablus-	P2-3A	SEG LV 1710		2018-03-27 	
Συντροφας 	V6	Tyre	imperial	ITyr_II 147 f; SEG LVI 1877		2018-03-14 	
Συριακός 	V6	Birtha	imperial	IGLS_XV_2 459; 	child of Οὐράνιος	2018-03-14 	
Συρικός 	V6	Palmyra-Tadmur,Calceus Herculis-Meninx-El Kantara	P2-3A	CIL VIII 2515	child of Ρουβατης	2018-03-14 	
Σύρος 	V6	Ḥaqlāʼ	249-250	IGLS_II 267		2018-03-26 	
Σφαῖρος 	V6	Arados,Myndos	imperial	SEG XVI 693		2018-03-14 	
Σφαῖρος 	V6	Laodikeia,	1-199	IG II<2> 9181; FRA 3296		2018-03-14 	
Σφαῖρος 	V6	Laodikeia,	P1A	IG II<2> 9191; FRA 3295	child of Φαῖδρος	2018-03-14 	
Σφραγίς 	V6	Sidon,Amman-Philadelphia	-259--259	PCZ 59003		2018-03-14 	
Σωβαιος Ρααιος 	V6	Qal‘at Faqra	imperial	SEG XLIX 2022, 1		2018-03-14 	
Σωβανος 	V6	Wādī Salma	imperial	SEG XLVIII 1948 A 2		2018-03-21 	
Σωβεος 	V6	Rachla-Zenopolis	001-200	IGLS_XI 21, 3; 		2018-03-14 	
Σωβριανης 	V6	Ainauatha	byzantine	IMoab 407; 		2018-03-14 	
Σωδανος 	V6	Sidon	imperial	Bull._arch._Mus._Parent 1 (1867) p. 38 no. 12; 		2018-03-14 	
Σωεδος 	V6	Nessana--	PF7A	PNess 79, 23		2018-03-14 	
Σωζομενός 	V6	Choziba	P6-7A	RQ 39 (1931) p. 327 no. 174		2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 71; 		2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 128; 		2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 149; 		2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 160; 	child of Βοριχος	2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 261; 		2018-03-14 	
Σωζομενός 	V6	Charakmoba	byzantine	IMoab 284; 		2018-03-14 	
Σωζομενός 	V6	Ainauatha	586-586	IMoab 359; 		2018-03-14 	
Σωζομενός 	V6	Ainauatha	600-600	IMoab 368; 		2018-03-14 	
Σωζομενός 	V6	Sepphoris-Diokaisareia-	PF5A	SEG LV 1741, 3		2018-03-28 	
Σωζομενός 	V6	Zoara	605-607	SEG LXII 1701, 2		2018-04-09 	
Σωζομενός 	V6	Zoara	P6-7A	SEG LXII 1709, 3		2018-04-09 	
Σώζουσα 	V6	Sidon	P2-3A	DainIGLouvre 129; (SEG VII 312)		2018-03-14 	
Σώζουσα 	V6	Tyre	byzantine	ITyr_I 184; ; ITyr_I 185		2018-03-14 	
Σώζουσα 	V6	Sidon	imperial	Berytus 56 (2016) p. 177 no. 73, 1; 		2018-03-14 	
Σώζουσα 	V6	Sidon	imperial	Berytus 56 (2016) p. 177 no. 74, 1; 		2018-03-14 	
Σώζων 	V6	Amathe/Epiphaneia	byzantine	IGLS_V 2051		2018-03-14 	
Σώζων 	V6	Tyre	byzantine	ITyr_I 14, 2; 		2018-03-14 	
Σώζων 	V6	Kanatha	imperial	IGLS_XIII_2 4; 	child of Αζειζος	2018-03-14 	
Σωκράτης 	V6	Antioch	P2-1B	NS 37 I		2018-03-14 	
Σωκράτης 	V6	Sidon,Chalkis	PF2B	IG XII (9) 900 Aa; 	child of Σωσίπατρος	2018-03-14 	
Σωκράτης 	V6	Syria,Egypt	P3_2B	SB 14659; Lada E2488		2018-03-14 	
Σωκράτης 	V6	Tripolis	PM2A	PEQ 27 (1895) p. 128, 4; (JAOS 16 (1896) p. ccxxvi)		2018-03-14 	
Σωκράτης 	V6	Doura-Europos	imperial	SEG VII 526b		2018-03-14 	
Σωκράτης 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 185; 		2018-03-14 	
Σωκράτης 	V6	Sidon,	P1A	IG II<2> 8358; FRA 6704	spouse of Μαθθαια	2018-03-14 	
Σωκράτης 	V6	Berytos,	-125--100	ID 2611 a; 	child of Σωσίπατρος	2018-03-14 	
Σωκράτης 	V6	Laodikeia,Rhodes	P1B-1A	BCH 34 (1910) p. 244 no. 14		2018-03-14 	
Σωκράτης 	V6	Dora	-141--140	SEG XXXV 1534 D; &SEG XLVIII 1874.4 D		2018-03-19 	
Σωκράτης 	V6	Nelkomia-Neela-Al Mushannaf	P2-3A	SEG LVII 1886, 1	child of Μαλαχηλος	2018-04-02 	
Σωκρης 	V6	Berytos	P2-3A	Waddington_ISyrie 1854d, 6		2018-03-14 	
Σωπαῖος 	V6	Mashara	P5-6A	SEG XXVIII 1356		2018-03-14 	
Σωπᾶς 	V6	Ioudaia-Palaistine	100-300	CIIP_III 2641; 		2018-03-14 	
Σωπάτρα 	V6	Dayr Ṣalīb	362-362	IGLS_II 322A		2018-03-28 	
Σώπατρος 	V6	Pella-Apameia	390-391	IGLS_IV 1825		2018-03-14 	
Σώπατρος 	V6	Amathe/Epiphaneia	275-276	IGLS_IV 1974, 3	child of Αθηαβος	2018-03-14 	
Σώπατρος 	V6	Pella-Apameia	160-180	IGLS_IV 1312, 6; IGLS_IV 1313, 5; Coll_Apamée pp. 96-7 no. 1, 6	sibling of Ἡρακλείδης	2018-03-14 	
Σώπατρος 	V6	Pella-Apameia	P2_3A	JRS 78 (1988) p. 93 n. 22		2018-03-14 	
Σώπατρος 	V6	Pella-Apameia	230-230	JRS 78 (1988) p. 93 n. 22	child of Σώπατρος	2018-03-14 	
Σώπατρος 	V6	Surman--	357-358	ZDPV 37 (1914) p. 139 no. 8, 2	child of Κύριλλος	2018-03-14 	
Σώπατρος 	V6	Arados,Demetrias	P4B	ThessMnem 195; 		2018-03-14 	
Σώπατρος 	V6	Surman--	200-699	(Gregg-Urman_Golan 190, 3, 5); SEG XLVI 1994.1		2018-03-14 	
Σώπατρος 	V6	Batnai-Markopolis-	249-249	PEuphr 6, 44; ; PEuphr 7, 39		2018-03-14 	
Σώπατρος 	V6	Pella-Apameia	PF4A	RE (11); PLRE I (1); DPhA S 107; SeeckLibanius p. 279 no. 1		2018-03-14 	
Σώπατρος 	V6	Pella-Apameia	340-365	RE (12); PLRE I (2)	child of Σώπατρος	2018-03-14 	
Σώπατρος 	V6	Arabia	310-365	RE (13); SeeckLibanius p. 279 no. 2		2018-03-14 	
Σώπατρος 	V6	Ṣalkhad	340-359	MSM II 42; (Djebel_al_Arab p. 147 no. 10.12); Melanges_Dussaud p. 561 no. 255	child of Ρεμος	2018-03-14 	
Σώπατρος 	V6	Phaine	177-180	IGLS_XV_1 19; 		2018-03-14 	
Σώπατρος 	V6	Rimea	imperial	IGLS_XV_2 387; 		2018-03-14 	
Σώπατρος 	V6	Kanatha	imperial	IGLS_XIII_2 9821; 		2018-03-14 	
Σώπατρος 	V6	Laodikeia,	100-299	IG II<2> 9192; FRA 3297		2018-03-14 	
Σώπατρος 	V6	Laodikeia,	100-299	IG II<2> 9192; FRA 3298	child of Σώπατρος	2018-03-14 	
Σώπατρος 	V6	Apameia,	P1B	EAD XXX 203; 	child of Νουμήνιος	2018-03-14 	
Σώπατρος 	V6	Berytos,	PS2B	ID 2611 a; 		2018-03-14 	
Σώπατρος 	V6	Berytos,	-125--100	ID 2611 b; 	child of Μνασέας	2018-03-14 	
Σώπατρος 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 325; 	spouse of Μαουισθη	2018-03-14 	
Σώπατρος 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 325; 	child of Σώπατρος	2018-03-14 	
Σώπατρος 	V6	Antioch	P1_2A	AAl 8 col. i		2018-03-14 	
Σώπατρος 	V6	Nebo	PF6A	SEG XL 1534, 1; (SEG XLVIII 1919)		2018-03-20 	
Σώπατρος 	V6	Kapernabou-Kafr Nabo,Kaprobarada-Barād	207-208	IGLS_II 359, 4	sibling of Ἀντώνιος	2018-03-28 	
Σώπατρος 	V6	Kaprobarada-Barād	207-208	IGLS_II 359, 7		2018-03-28 	
Σώπατρος 	V6	Migdala	362-363	ISyrie 2029, 2; (AAES_III_A 705)		2018-04-12 	
Σώπολις 	V6	Tyre	P2_1B	HE 4521		2018-03-14 	
Σωρος 	V6	Bostra	imperial	IGLS_XIII_2 9702; 		2018-03-14 	
Σωσαμος 	V6	Petra	559-559	PPetra III 25, 18, 19	child of Ἄλφιος	2018-03-14 	
Σωσάνα 	test	Khirbat Tannūr	311-999	IGLS_XXI_4 100; 	child of Εὐσέβιος	2018-03-14 	
Σώσανδρος 	V6	Seleukeia	imperial	IGLS_III_2 1198, 4		2018-03-20 	
Σωσάνη 	V6	Arethousa	byzantine	IGLS_V 2141		2018-03-14 	
Σωσάννα 	V6	Atarotha-Taroutia emporon	P5_6A	IGLS_IV 1578, 3		2018-03-14 	
Σώσαννα 	V6	Armenia,Ravenna	PF7A	PLRE III s.v. Isaacius (8)	spouse of Ισαακιος	2018-03-14 	
Σωσάννα 	V6	Bersabe-Beersheba	byzantine	IPalTertia_west 38, 2; (Bagatti_Museo_della_Flagellazione p. 18 no. 9)		2018-03-14 	
Σωσάννα 	V6	Kaperkoraon	P6-7A	IGLS_V 2030; (Mango_Treasures 5)	spouse of Πελάγιος	2018-03-14 	
Σωσάννα 	V6	Elousa	byzantine	IPalTertia_west 64, 3		2018-03-14 	
Σωσάννα 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 24; 		2018-03-14 	
Σωσάννα 	V6	Umm al Jimāl	byzantine	IGLS_XXI_5 139; 		2018-03-14 	
Σωσάννα 	V6	Zoara	350/1-360/1	IPalTertia_Ia 20; 	child of Οβεδας	2018-03-14 	
Σωσάννα 	V6	Zoara	391-436	IPalTertia_Ia 148; 	child of Ολεφος	2018-03-14 	
Σωσάννα 	V6	Zoara	375-425	IPalTertia_Ia 283; 	child of Ζήνων	2018-03-14 	
Σωσάννα 	V6	Petra	505-537	PPetra II 17, 149		2018-03-14 	
Σωσάννα 	V6	Mampsis--	byzantine	SEG XLVI 2025		2018-03-14 	
Σωσάννη 	V6	Sidon	P2-3A	IMnBeyrouth 275, 1; (IJO III p. 27 no. Syr16)		2018-03-14 	
Σῶσας 	V6	Sidon	-44--43	SEG XXVI 1646, 2; 	child of Ζήνων	2018-03-14 	
Σωσίας 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.32		2018-04-09 	
Σωσίβιος 	V6	Dion	257-258	IGLS_XIV_1 298a		2018-03-14 	
Σωσίβιος 	V6	Seleukeia,Iasos	-153--147	IIasos 217; 	child of Ἀπολλώνιος	2018-03-14 	
Σωσίβιος 	V6	Bostra	imperial	IGLS_XIII_1 9338; 		2018-03-14 	
Σωσίβιος 	V6	Seleukeia,	P3B	IG II<2> 10254; FRA 6624		2018-03-14 	
Σωσίβιος 	V6	Heliopolis	byzantine	IGLS_VI 2830, 3; 		2018-03-14 	
Σωσίβιος 	V6	Gerasa	100-300	IGerasa 70, 2; 	child of Μαλλαιος	2018-03-14 	
Σωσίβιος 	V6	Laodikeia,	-125--100	ID 2262; ; ID 2270	child of Ἀριστέας	2018-03-14 	
Σωσίβιος 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 326; 		2018-03-14 	
Σωσίβιος 	V6	Neapolis-Nablus-	imperial	SEG XX 461, 1	child of Σέλευκος	2018-03-14 	
Σωσίβιος 	V6	Antioch,Rhodes	P1B-1A	ASAA 2 (1916) p. 127 no. 3		2018-03-14 	
Σωσίβιος 	V6	Antioch	P1B	JoMal 9. 20; 10. 27; 12. 3		2018-03-14 	
Σωσίβιος 	V6	Abila Dekapoleos	152-152	SEG XLIV 1388		2018-03-14 	
Σωσίβιος 	V6	Marisa	-112--111	SEG LX 1731		2018-04-03 	
Σωσίβις 	V6	Gaza	587-587	CIIP_III 2492; 		2018-03-14 	
Σωσιγένη 	V6	Laodikeia near Libanon	296-296	IGLS_V 2690, 1	child of Λυσίμαχος	2018-03-14 	
Σωσικράτης 	V6	Laodikeia,	-105--95	Lettering pp. 72-3 no. 13; FRA 3299		2018-03-14 	
Σώσιμος 	V6	Choziba	P6-7A	RQ 39 (1931) p. 318 no. 25		2018-03-14 	
Σωσιπάτρα 	V6	Syria,Delphi	-161--160	SGDI 1825; 		2018-03-14 	
Σωσιπάτρα 	V6	Syria,Delphi	PS2B	FD III (6) 65; 		2018-03-14 	
Σωσιπάτρα 	V6	Doura-Europos	P1-2A	SEG VII 702, 1	child of Ἀθηνόδωρος,spouse of Ἀπολλώνιος	2018-03-14 	
Σωσιπάτρα 	V6	Doura-Europos	P1-2A	SEG II 781, 1; &SEG VII 800	child of Ἀπολλώνιος,spouse of Λυσίας	2018-03-14 	
Σωσιπάτρα 	V6	Doura-Europos	61-62	SEG II 784, 1; &SEG VII 800	child of Σέλευκος	2018-03-14 	
Σωσιπάτρα 	V6	Doura-Europos	61-62	SEG II 810, 1; &SEG VII 800	child of Σέλευκος,spouse of Δάνυμος	2018-03-14 	
Σωσιπάτρα 	V6	Doura-Europos	63-63	TEAD 5 p. 187 no. 524, 1	child of Ἀπολλώνιος	2018-03-14 	
Σωσιπάτρα Κλεοπάτρα 	V6	Laodikeia	115-116	IGLS_IV 1263, 1	child of Θεογένης,grandchild of Φιλοξένα	2018-03-14 	
Σωσιπάτρα 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.47	spouse of Γερμανός	2018-04-09 	
Σωσιπατρᾶς 	V6	Doura-Europos	P2-3A	TEAD 7/8 p. 216 no. 895, 1	child of Βαργατης	2018-03-14 	
Σωσίπατρος 	V6	Laodikeia,Ephesos	102-117	IEph 614; 		2018-03-14 	
Σωσίπατρος 	V6	Amathe/Epiphaneia	210-210	IGLS_IV 1996		2018-03-14 	
Σωσίπατρος 	V6	Heliopolis	60-80	IGLS_VI 2787, 7; 		2018-03-14 	
Σωσίπατρος 	V6	Sidon	imperial	IGLS_VI 2857 bis, 1; 		2018-03-14 	
Σωσίπατρος 	V6	Berytos,	-125--75	EAD XXX 398; 		2018-03-14 	
Σωσίπατρος 	V6	Sidon,	P3B	IG IX (2) 1190; 	child of Σιλλις	2018-03-14 	
Σωσίπατρος 	V6	Berytos,	PS2B	ID 1779; ID 2611 a		2018-03-14 	
Σωσίπατρος 	V6	Berytos,	PS2B	ID 2611 a; 		2018-03-14 	
Σωσίπατρος 	V6	Berytos,	-125--100	ID 2611 a; 		2018-03-14 	
Σωσίπατρος 	V6	Sidon,Chalkis	PF2B	IG XII (9) 900 Aa; 		2018-03-14 	
Σωσίπατρος 	V6	Antioch,Rhamnous	P2-1B	IRhamnous 322; FRA 1044		2018-03-22 	
Σωσίπατρος 	V6	Antioch,Rhamnous	P2-1B	IRhamnous 322; FRA 1045	child of Σωσίπατρος	2018-03-22 	
Σωσίπατρος 	V6	Marisa	hellenistic	SEG LX 1742.21		2018-04-03 	
Σωσίπατρος 	V6	Gazara-Gezer	-280--279	SEG LXI 1457		2018-04-05 	
Σωσίπολις 	V6	Kaisareia	imperial	CIIP_II 1559; 		2018-03-14 	
Σώσιππος 	V6	Pella-Apameia,Rhodes	PF1B	ASAA NS 1-2 (1939-40) p. 168 no. 21 A III		2018-03-14 	
Σώσιππος 	V6	Sidon,Tomis	P2-3A	SEG XLVI 910	child of Καλλικράτης	2018-03-14 	
Σώσιππος 	V6	Sidon	147-147	Renan_Phénicie p. 397 no. 1, 1; 		2018-03-14 	
Σωσίς 	V6	Tyre,	P2-1B	ID 2130; 	spouse of Ἀρίστων	2018-03-14 	
Σῶσος 	V6	Syria,Delphi	-160--159	FD III (3) 28; 		2018-03-14 	
Σῶσος 	V6	Sidon	PM2B	IG II<2> 960 II		2018-03-14 	
Σῶσος 	V6	Askalon-,	P2B	IG XII (1) 118; 		2018-03-14 	
Σῶσος 	V6	Askalon-	PF2B	RE (1); DPhA S 129		2018-03-14 	
Σῶσος 	V6	Askalon-,	149-149	SB 11850; 	child of Διοπείθης	2018-03-14 	
Σῶσος 	V6	Sidon	P2-3A	MUSJ 26 (1946-1947) pp. 46-7 no. 6, 4; SEG LX 1700		2018-03-14 	
Σώστη 	V6	Sidon	imperial	IMnBeyrouth 276, 1; 		2018-03-14 	
Σωστράτη 	V6	Syria,Delphi	-139--122	FD III (1) 566; 		2018-03-14 	
Σώστρατος 	V6	Pella-Apameia,Smyrna	P2B	ISmyrna 689 III; 	child of Ἵππαρχος	2018-03-14 	
Σώστρατος 	V6	Tyre,Byzantion	PM2A	AchTat i 3 ff.	sibling of Ἱππίας	2018-03-14 	
Σώστρατος 	V6	Laodikeia,Delphi	79-79	FD III (4) 35; 		2018-03-14 	
Σώστρατος 	V6	Askalon-,	149-149	SB 11850; 	child of Διοπείθης	2018-03-14 	
Σώστρατος 	V6	Laodikeia,	P1A	IG II<2> 9193; FRA 3300		2018-03-14 	
Σωτάδης 	V6	Apameia,	-105--102	ID 2599; 	child of Δημήτριος	2018-03-14 	
Σωτάη 	V6	Doura-Europos	P1-2A	SEG VII 461, 13		2018-03-14 	
Σωτᾶς 	V6	Sidon,Rhodes	P1B-1A	ASAA 2 (1916) p. 127 no. 5		2018-03-14 	
Σωτέλης 	V6	Sidon,Rhodes	P1B-1A	NS 194; 		2018-03-14 	
Σωτέλης 	V6	Syria	P1-2A	IMnBeyrouth 564; 		2018-03-14 	
Σωτήρ 	V6	Doura-Europos	P1-2A	SEG VII 710, 6		2018-03-14 	
Σωτήρ 	V6	Antioch,	-149--100	ID 2335; 	child of Τιμοσθένης	2018-03-14 	
Σωτηρίς 	V6	Laodikeia,Rhodes	P1A	ILind 688; 		2018-03-14 	
Σωτήριχος 	V6	Doura-Europos	212-214	PDura 100 xxiv 12; PDura 101 xix 19		2018-03-14 	
Σωτήριχος 	V6	Antiocheia,Rhodes	P1B	SGDI 4108; 		2018-03-14 	
Σωτήριχος 	V6	Antioch,Rhodes	hellenistic	ILind 692; 		2018-03-14 	
Σωτήριχος 	V6	Laodikeia,	P2B	ID 2248; 		2018-03-14 	
Σωτήριχος 	V6	Dora	P6A	SEG XLIII 1050 B	child of Χαλας	2018-03-14 	
Σωτήριχος 	V6	Antioch,Athens	-159--158	SEG XXXVI 228; FRA 1052		2018-03-22 	
Σώτης 	V6	Seleukeia	PS3B	SEG XXXV 1521B, 27; (IGLS_III_2 1184)		2018-03-20 	
Σωφόνιος 	V6	Hippos---	200-699	(Gregg-Urman_Golan 46); ; SEG XLVI 1958.2		2018-03-14 	
Σωφρονία 	V6	Charakmoba	byzantine	IMoab 161; 		2018-03-14 	
Σωφρονία 	V6	Motho	byzantine	IMoab 320; 	child of Σαλαμανος	2018-03-14 	
Σωφρονία 	V6	Zoara	392-412	IPalTertia_Ia 216; 	child of Σαδαλλας	2018-03-14 	
Σωφρονία 	V6	Zoara	388-406	IPalTertia_Ib 17; 	child of Βωλανος	2018-03-14 	
Σωφρονία 	V6	Tyre	byzantine	IMnBeyrouth 551; 		2018-03-14 	
Σωφρονία 	V6	Emmaus-Nikopolis-	P6A	SEG VIII 166		2018-03-14 	
Σωφρονία 	V6	Zekharya	byzantine	RBi 1 (1892) p. 124; RBi 2 (1893) p. 212	spouse of Βαριχης	2018-03-14 	
Σωφρονίας 	V6	Adraa	imperial	IGLS_XIV_1 75, 2		2018-03-14 	
Σωφρονίας 	V6	Ainauatha	526-586	IMoab 358; 	child of Παῦλος	2018-03-14 	
Σωφρόνιος 	V6	Skythopolis-Beit She'an	P5_6A	PLRE II (4)	sibling of Σεουῆρος	2018-03-14 	
Σωφρόνιος 	V6	Phoenicia	PM4A	RE (1); SeeckLibanius p. 280 no. 2		2018-03-14 	
Σωφρόνιος 	V6	Samaria-Sebaste-Samirah	byzantine	CrowfootObjectsfromSamaria p. 42 no. 65		2018-03-14 	
Σωφρόνιος 	V6	Damaskos,Jerusalem	560-638	DCB (12)	child of Πλινθᾶς	2018-03-14 	
Σωφρόνιος 	V6	Skythopolis-Beit She'an	PF6A	CyrS +V. +Sab. 34		2018-03-14 	
Σωφρόνιος 	V6	Antarados-Constantia	imperial	Coll_de_Clercq VII 2094		2018-03-14 	
Σωφρόνιος 	V6	Al Kharba	P3-4A	SEG XLII 1426	child of Φροντῖνος	2018-03-14 	
Σωφρονίς 	V6	Ibṭa‘	imperial	IGLS_XIV_1 397		2018-03-14 	
Σωφρόνις 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 83; 		2018-03-14 	
Σωφρόνις 	V6	Saura	imperial	IGLS_XV_1 132; 	child of Εὔνομος	2018-03-14 	
Σώφρων 	V6	Tella-Antiocheia Arabis-	449-449	Flemming_Akt_ephes_Synode pp. 80, 2, 13; 84, 13		2018-03-14 	
Σώφρων 	V6	Antioch,	-119--118	ID 2598 II; 		2018-03-14 	
Σώφρων 	V6	Nihatha,	imperial	IGLS_VI 2947, 2; 		2018-03-14 	
Σώφρων 	V6	Nihatha,	imperial	IGLS_VI 2948; 		2018-03-14 	
Σώφρων Ιαννας 	V6	Gerasa	P6A	IGerasa 317, 2; ; IGerasa 319, 2		2018-03-14 	
Σώφρων 	V6	Sidon,Rhodes	P1B-1A	SEG XXXIX 838	child of Στράτων	2018-03-14 	
Ταβθα 	V6	Zoara	382-412	IPalTertia_Ia 101; 		2018-03-14 	
Ταβθα 	V6	Zoara	376-446	IPalTertia_Ia 181; 		2018-03-14 	
Ταβθη 	V6	Salmanestha	byzantine	ZDPV 37 (1914) p. 118 no. 24, 2	spouse of Σαβῖνος	2018-03-14 	
Ταβια 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 488; 		2018-03-14 	
Ταβιαθα 	V6	Syria,Chios	imperial	ArchPap 16 (1958) p. 172 no. 6; BE 1959, no. 310		2018-03-14 	
Ταβιαθη 	V6	Umm as Surab	100-600	IGLS_XXI_5 78; 		2018-03-14 	
Ταβιαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 489; 	child of Μασεχος	2018-03-14 	
Ταβιαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 490; 	child of Μασεχος	2018-03-14 	
Ταβιαθη 	V6	Ṣabḥa	100-600	IGLS_XXI_5 677; 	child of Αιρος	2018-03-14 	
Ταβιθα 	V6	Ioppe	PM1A	ActAp 9. 36		2018-03-14 	
Ταβος 	V6	Birtha	imperial	IGLS_XV_2 487; 	child of Σαλμος	2018-03-14 	
Ταιαρος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 360; 		2018-03-14 	
Ταιβ 	V6	Charakmoba	byzantine	IMoab 52; 		2018-03-14 	
Ταιβαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 491; 		2018-03-14 	
Ταιζανης 	V6	Arabia	PF6A	PLRE III (-)		2018-03-14 	
Ταιμουολα Βάσσα 	V6	Balmarcodes-	imperial	MFOBeyrouth 1 (1906) p. 184 no. 52		2018-03-14 	
Ταλεμος 	V6	Harrana	568-568	; IGLS_XV_1 261; MSM p. 324 no. 2		2018-03-14 	
Ταλεμος 	V6	Khirbat Saḥar	imperial	IGLS_XV_1 47b; 	child of Ουαλανης	2018-03-14 	
Ταλεμος 	V6	Saba-Philippopolis	imperial	IGLS_XV_2 440a; 		2018-03-14 	
Ταλιθα 	V6	Kastron Mephaa-Umm al Rasas	PS6A	SEG XLII 1490 A		2018-03-14 	
Ταλλαθος 	V6	Doura-Europos	imperial	SEG VII 763, 3		2018-03-14 	
Ταμαλγα 	V6	Bedorothe,Nessana--	PF7A	PNess 79, 49	sibling of Κυριακός	2018-03-14 	
Ταμαναιος 	V6	Damaskos	imperial	Catalogue_Damas p. 88 no. 2		2018-03-29 	
Ταμνουβις 	V6	Arabia,Latopolis-Esna	-103--102	PGrenf I 33; Lada E196	child of Φίλιππος	2018-03-14 	
Ταμχοσροης 	V6	Persia--	525-581	PLRE III (-)		2018-03-14 	
Ταναηλος 	V6	Bosora	imperial	IGLS_XV_1 257a; 		2018-03-14 	
