Name 	Vol. 	Place 	Date 	Reference 	Relationships 	Update 	Id
Θεόδωρος 	V6	Ainauatha	byzantine	IMoab 405; 		2018-03-14 	
Θεόδωρος 	V6	Motho	byzantine	IMoab 425; 	child of Ἀντωνῖνος	2018-03-14 	
Θεόδωρος 	V6	Zoara	416-416	IPalTertia_Ia 112; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	425-425	IPalTertia_Ia 128; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	443-443	IPalTertia_Ia 173; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	445-445	IPalTertia_Ia 179; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	452-456	IPalTertia_Ia 206; 	child of Πατρίκιος	2018-03-14 	
Θεόδωρος 	V6	Zoara	477-477	IPalTertia_Ia 233; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	542-571	IPalTertia_Ia 260; 	child of Κλαύδιος	2018-03-14 	
Θεόδωρος 	V6	Zoara	576-576	IPalTertia_Ia 262; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	351-400	IPalTertia_Ia 281; 		2018-03-14 	
Θεόδωρος 	V6	Tyre	imperial	ITyr_II 397, 1; 		2018-03-14 	
Θεόδωρος 	V6	Zoara	452-453	IPalTertia_Ib 65; 		2018-03-14 	
Θεόδωρος 	V6	Byblos	imperial	IMnBeyrouth 7, 1; 		2018-03-14 	
Θεόδωρος 	V6	Phaino	587-588	IPalTertia_Ib 80; 		2018-03-14 	
Θεόδωρος 	V6	Eutimia-al-Ḥārrah	569-570	Lamy_Profession_de_foi p. 125 no. 1; IGLS_XIV.2 p. 469		2018-03-14 	
Θεόδωρος 	V6	Burayqah	569-570	Lamy_Profession_de_foi p. 127 no. 34; Semitica_et_classica 2 (2009) p. 135		2018-03-14 	
Θεόδωρος 	V6	Burayqah	byzantine	Lamy_Profession_de_foi p. 127 no. 34; Semitica_et_classica 2 (2009) p. 135		2018-03-14 	
Θεόδωρος 	V6	Arabia	569-570	Lamy_Profession_de_foi p. 127 no. 37; Semitica_et_classica 2 (2009) p. 135		2018-03-14 	
Θεόδωρος 	V6	Quṣayr	569-570	Lamy_Profession_de_foi p. 128 no. 46; Semitica_et_classica 2 (2009) p. 136		2018-03-14 	
Θεόδωρος 	V6	Bostra	524-524	IGLS_XIII_1 9126; 	child of Σεος	2018-03-14 	
Θεόδωρος 	V6	Bostra,	imperial	IGLS_XIII_1 9228; 		2018-03-14 	
Θεόδωρος 	V6	Bostra,	imperial	IGLS_XIII_1 9229, 3; 		2018-03-14 	
Θεόδωρος 	V6	Bostra	imperial	IGLS_XIII_1 9286, 1; 	child of Σαβῖνος	2018-03-14 	
Θεόδωρος 	V6	Sidon,	-99-99	IG II<2> 10283; FRA 6693	child of Ἀρίστων	2018-03-14 	
Θεόδωρος 	V6	Bostra	imperial	IGLS_XIII_1 9298, 2; 		2018-03-14 	
Θεόδωρος 	V6	Sidon	imperial	IMnBeyrouth 232, 1; 		2018-03-14 	
Θεόδωρος 	V6	Sidon,	P1A	IG II<2> 10282; FRA 6692		2018-03-14 	
Θεόδωρος 	V6	Tyre	349-349	IMnBeyrouth 327, 1; 		2018-03-14 	
Θεόδωρος 	V6	Phoenicia,	-374--325	D. xxxiv 6; FRA 7235		2018-03-14 	
Θεόδωρος 	V6	Amman-Philadelphia	imperial	IGLS_XXI_2 32; 		2018-03-14 	
Θεόδωρος 	V6	Azotos,	-149--100	EAD XXX 426; 		2018-03-14 	
Θεόδωρος 	V6	Antioch,	-119--118	ID 2598 I; 		2018-03-14 	
Θεόδωρος 	V6	Tyre,	-119--118	ID 2598 I; 		2018-03-14 	
Θεόδωρος 	V6	Berytos,	-125--75	EAD XXX 477; 		2018-03-14 	
Θεόδωρος 	V6	Berytos,	-125--75	EAD XXX 477; 	child of Θεόδωρος	2018-03-14 	
Θεόδωρος 	V6	Gerra	byzantine	IGLS_VI 2980, 2; 	spouse of Σεουῆρα	2018-03-14 	
Θεόδωρος 	V6	Sidon	imperial	IGLS_XI 13; 	child of Σαραας	2018-03-14 	
Θεόδωρος 	V6	Gerasa	251-300	IGerasa 94; ; IGerasa 95		2018-03-14 	
Θεόδωρος Ἀπολλῆς 	V6	Gerasa	193-211	IGerasa 150, 5; 		2018-03-14 	
Θεόδωρος 	V6	Gerasa	212-222	IGerasa 154, 8; 	Ζεβεδος	2018-03-14 	
Θεόδωρος 	V6	Phoenicia	579-580	Berytus 56 (2016) p. 191 no. 116; 		2018-03-14 	
Θεόδωρος 	V6	Gerasa	531-533	IGerasa 306, 2; ; IGerasa 315	child of Θωμᾶς	2018-03-14 	
Θεόδωρος 	V6	Gerasa	P6A	IGerasa 317, 1; 	child of Σώφρων Ιαννας	2018-03-14 	
Θεόδωρος 	V6	Gerasa	P7A	IGerasa 336, 2; 		2018-03-14 	
Θεόδωρος 	V6	Berytos,	PF2B	ID 1772; ; ID 1783; ID 1784; ID 1785		2018-03-14 	
Θεόδωρος 	V6	Ṣalkhad	byzantine	IMSoueida 216; 		2018-03-14 	
Θεόδωρος 	V6	Berytos,	-125--100	ID 2629 B; 	child of Διονύσιος	2018-03-14 	
Θεόδωρος 	V6	Berytos,	-125--100	ID 2611 a; 	child of Ζήνων	2018-03-14 	
Θεόδωρος 	V6	Umm ar Rummān	imperial	IMSoueida 221, 2; 	child of Σεουῆρος	2018-03-14 	
Θεόδωρος Ουατρανικος 	V6	Ṣalkhad	294-295	IMSoueida 222, 2; 		2018-03-14 	
Θεόδωρος 	V6	Kafr--	byzantine	Melanges_Dussaud p. 559 no. 244, 1; ; Melanges_Dussaud p. 559 no. 245, 2	child of Ἰωάννης	2018-03-14 	
Θεόδωρος 	V6	Kafr Kammā	PS6A	Ovadiah_MPI 138.1, 1; (CBCMPIPT 222)	child of Νόννος	2018-03-14 	
Θεόδωρος 	V6	Baitokaike-	imperial	IGLS_VII 4037, 2; 	child of Κᾶρος	2018-03-14 	
Θεόδωρος 	V6	Berytos,	PS2B	ID 2611 b; 		2018-03-14 	
Θεόδωρος 	V6	Karmiel--	PS5A	SEG XLII 1468, 10; ; (CBCMPIPT 225)		2018-03-14 	
Θεόδωρος 	V6	Sinai	P6A	DOP 20 (1966) p. 263 no. 7; 		2018-03-14 	
Θεόδωρος 	V6	Sidon,Histiaia-Oreos	-266--266	IG IX (2) 1187; 	child of Διονύσιος	2018-03-14 	
Θεόδωρος 	V6	Birsama--	P5_6A	SEG XLVI 2004, 2; ; (CBCMPIPT 49)		2018-03-14 	
Θεόδωρος 	V6	Jerusalem	594-609	SEG LIII 1845, 1; (CBCMPIPT 131)		2018-03-26 	
Θεόδωρος 	V6	Philoteria--	528-529	SEG XXXVII 1474b, 1; (CBCMPIPT 209)		2018-03-14 	
Θεόδωρος 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 206; ; IGLS_XVII.1 258	child of Μοκιμος	2018-03-14 	
Θεόδωρος 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 310; 		2018-03-14 	
Θεόδωρος 	test	Palmyra-Tadmur	P2A	IGLS_XVII.1 416; 		2018-03-14 	
Θεόδωρος 	test	Palmyra-Tadmur	251-300	IGLS_XVII.1 472; 	child of Ἀγρίππας	2018-03-14 	
Θεόδωρος 	test	Beelmaous	311-999	IGLS_XXI_2 175; 		2018-03-14 	
Θεόδωρος 	test	Nebo	603-608	IGLS_XXI_2 78; (SEG XLVIII 1919)		2018-03-19 	
Θεόδωρος 	test	Petra	200-400	IGLS_XXI_4 48; 		2018-03-14 	
Θεόδωρος 	test	Ḥammām ‘Afrā’	311-999	IGLS_XXI_4 101; 		2018-03-14 	
Θεόδωρος 	V6	Petra	592-593	PPetra IV 43, 73	=? Θεόδωρος	2018-03-14 	
Θεόδωρος 	V6	Kastron Zadakathon-Ṣadaqa	578-578	PPetra IV 39, 453	child of Μουσης	2018-03-14 	
Θεόδωρος 	V6	Petra	579-581	PPetra III 30, 104, 118		2018-03-14 	
Θεόδωρος 	V6	Doura-Europos	240-240	PDura 107 i 20		2018-03-14 	
Θεόδωρος 	V6	Kyrrhos--,Salona-Solin-	P1A	AEp 1994, no. 1357	child of Βαρκενεος	2018-03-14 	
Θεόδωρος 	V6	Kastron Zadakathon-Ṣadaqa	578-578	PPetra IV 39, 53, 145, 507	child of Ἄλφιος	2018-03-14 	
Θεόδωρος 	V6	Petra,Augustopolis	583-600	PPetra III 34, 4, 5	child of Γεώργιος	2018-03-14 	
Θεόδωρος 	V6	Berosaba-Beersheba	555-555	SEG VIII 301, 3		2018-03-14 	
Θεόδωρος 	V6	Kastron Zadakathon-Ṣadaqa	578-578	PPetra IV 39, 309	child of Πέτρος	2018-03-14 	
Θεόδωρος Ἐμμέλις 	V6	Al Ghāriyah	imperial	SEG VII 1217		2018-03-14 	
Θεόδωρος 	V6	Bostra,Al Ghāriyah	imperial	SEG VII 1223, 1	child of Ῥοῦφος	2018-03-14 	
Θεόδωρος 	V6	Serǧilla	PF6A	SEG LXIII 1493, 5		2018-03-14 	
Θεόδωρος 	V6	Paneas-Kaisareia-Banias-	611-611	SEG LXIII 1582, 1	child of Μεγέθιος	2018-03-14 	
Θεόδωρος 	V6	Paneas-Kaisareia-Banias-	611-611	SEG LXIII 1582, 4	=? Θεόδωρος	2018-03-14 	
Θεόδωρος 	V6	Chasa	388-388	SEG XX 375, 7		2018-03-14 	
Θεόδωρος 	V6	Gadara,Rome	P1B	RE (39); PIR2 T 169; FGrH 850		2018-03-14 	
Θεόδωρος 	V6	Doura-Europos	202-202	PDura 101 vii 10		2018-03-14 	
Θεόδωρος 	V6	Doura-Europos	201-201	PDura 100 xli 36; PDura 101 xli 24	child of Ζεβιδας	2018-03-14 	
Θεόδωρος 	V6	Petra,Gaza,Kastron Zadakathon-Ṣadaqa	537-592	PPetra I 1, 9, 12, 13, 16, 18, 25, 28, [32], 35, 38, 46, 58, 70, 83, 87, [96]; PDura I 2, 19, 36, 137, 162, 184, 230, 283, 299, 326, 336, 346, 359, 363, 387, 390, 444, 480, 542, 628; PPetra I 12 fr. 55; PPetra III 18, [4], 5, 11, 12, 14, 20, 44, 47, 49, 61, 63, 72, 87, 90; PPetra III 19, 2, 3, 10, 11; PPetra III 20, 1; PPetra III 22, 13, 16, 34, 56, 69, 86, [92], [116], [138], [161], 176, 184; PPetra III 23, 5, 10, 13, 14, 16, 17; PPetra III 24, 3, 4; PPetra III 25, 3, 16; PPetra III 29, [15], 19, 49, 62, 67, [73], 80, 93, 98, [102], 111, 124, 131, [138], 149, 163, 170, 210, 214, [220], 237, 253, [278], 290, [294], 297, 302, 307; PPetra III 30, [14], [26], 46, 53, 98, 138, 147, [156], 189, [212], [219], [243], 246, [250]; PPetra III 31, 14, [31], [41], [43], 51, 54, 63, 74, 124, 147, 151, 164, 184, 198, 239, [252], 271, [303], [306], 309; PPetra III 32, 2; PPetra III 33, [2]; PPetra IV 37, 1, [51]; PPetra IV 38, 12; PPetra IV 39, 49, 58, [85], 89, 142, 334, [378], 451, 457, 461, 464, 470, 471, 473, 477, 484, 485, 487, 489, 495, 496, 504, 520; PPetra IV 41 i 6, iii 9; PPetra IV 45, [1]; PPetra IV 46, [1]; PPetra IV 47, 1; PPetra IV 49, 13	child of Οβοδιανος,grandchild of Βάσσος	2018-03-14 	
Θεόδωρος 	V6	Augustopolis	559-559	PPetra III 25, 8	child of Πατρίκιος	2018-03-14 	
Θεόδωρος 	V6	Petra	561-561	PPetra IV 48, 41	=? Θεόδωρος	2018-03-14 	
Θεόδωρος 	V6	Hierapolis-Bambike	hellenistic	RE (27)		2018-03-14 	
Θεόδωρος 	V6	Ioudaia-Palaistine	-119--118	SEG XXVIII 1590		2018-03-14 	
Θεόδωρος 	V6	Ḥammām ‘Afrā’	P5-6A	SEG XXX 1705		2018-03-14 	
Θεόδωρος 	V6	Shūnah al Janūbīya	P6-7A	SEG XXXII 1527		2018-03-14 	
Θεόδωρος 	V6	Tyre	P6A	Schlumberger_Mél_Arch_Byz p. 237 no. 65		2018-03-14 	
Θεόδωρος 	V6	Skythopolis-Beit She'an	161-180	SEG XXXVII 1531, 9; SEG XL 1509	child of Τίτος	2018-03-14 	
Θεόδωρος Ἰάκωβος 	V6	Sarepta	byzantine	Clermont_Ganneau_RAO 2 pp. 249-250, 1		2018-03-14 	
Θεόδωρος 	V6	Gerasa	imperial	SEG XXXVII 1549	child of Παπίας	2018-03-14 	
Θεόδωρος 	V6	Gerasa	imperial	SEG XXXVII 1549	child of Θεόδωρος	2018-03-14 	
Θεόδωρος 	V6	Kastron Mephaa-Umm al Rasas	587-587	SEG XXXVII 1599, 3	child of Γομελας	2018-03-14 	
Θεόδωρος 	V6	Kastron Mephaa-Umm al Rasas	587-587	SEG XXXVII 1600, 7	sibling of Σαβῖνος	2018-03-14 	
Θεόδωρος 	V6	Ioudaia-Palaistine	byzantine	PEQ 35 (1903) p. 171		2018-03-14 	
Θεόδωρος 	V6	Skythopolis-Beit She'an	544-559	SEG XLIX 2086, 1		2018-03-21 	
Θεόδωρος 	V6	Skythopolis-Beit She'an	PM6A	SEG XXXVIII 1642; =SEG XXXIX 1639		2018-03-14 	
Θεόδωρος 	V6	Amman-Philadelphia	PS6A	SEG XXXVIII 1660, 4		2018-03-14 	
Θεόδωρος 	V6	Madaba	219-219	SEG XXXIX 1663, 9	child of Ῥουφῖνος	2018-03-14 	
Θεόδωρος 	V6	Nebo	PS6A	SEG XL 1529; (SEG XLVIII 1919)		2018-03-20 	
Θεόδωρος 	V6	Syria	imperial	SEG XLII 1766.6		2018-03-14 	
Θεόδωρος 	V6	Bostra,Qaṣr al Ḥallābāt	byzantine	SEG XLV 1985; SEG XLV 1986		2018-03-14 	
Θεόδωρος 	V6	Gerasa	imperial	SEG XLV 1991	child of Βαρναναιος	2018-03-14 	
Θεόδωρος 	V6	Antioch	imperial	IGLS_III_1 906		2018-03-16 	
Θεόδωρος 	V6	Antioch	imperial	IGLS_III_1 919		2018-03-16 	
Θεόδωρος 	V6	Antioch	byzantine	IGLS_III_2 1078A		2018-03-19 	
Θεόδωρος 	V6	Ioudaia-Palaistine	129-130	SEG LII 1696		2018-03-23 	
Θεόδωρος 	V6	Rasm al-Būz	506-507	IGLS_II 270, 4		2018-03-26 	
Θεόδωρος 	V6	Elousa,Nessana--	574-578	SEG LIV 1648, 3		2018-03-27 	
Θεόδωρος 	V6	Anasartha-Theodoroupolis	487-487	IGLS_II 332B, 2	child of Ἰωάννης	2018-03-27 	
Θεόδωρος 	V6	Dayr Ṣalīb	byzantine	IGLS_II 323B		2018-03-28 	
Θεόδωρος 	V6	Khirbat Dārayyā	624-624	SEG LVII 1841, 5		2018-03-30 	
Θεόδωρος 	V6	Skythopolis-Beit She'an	PM6A	SEG LVIII 1765		2018-04-03 	
Θεόδωρος 	V6	Amman-Philadelphia	PS4A	SEG LVIII 1776		2018-04-03 	
Θεόδωρος 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.20		2018-04-09 	
Θεόδωρος 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.26		2018-04-09 	
Θεόδωρος 	V6	Zoara	572-573	SEG LXII 1698 A 9		2018-04-09 	
Θεόδωρος 	V6	Bostra,Kafr--	350-350	AAES_III_A 669, 2		2018-04-12 	
Θεόδωρος 	test	Bethennabris	311-999	IGLS_XXI_2 66; 		2018-03-14 	
Θεόδωρος 	test	Madaba	311-999	IGLS_XXI_2 124; 		2018-03-14 	
Θεόδωρος 	test	Machairous	602-603	IGLS_XXI_2 177; 		2018-03-14 	
Θεοζανδανης 	V6	Doura-Europos	imperial	SEG VII 569		2018-03-14 	
Θεόκλεια 	V6	Emesa	PF3A	HistAug +Max. 29; PIR2 T 165	child of Μαμαια Ἀουῖτα	2018-03-14 	
Θεόκλεια 	V6	Emesa	P5A	PLRE II (-)	spouse of Βασιλείδης	2018-03-14 	
Θεοκλῆς 	V6	Edessa	PM5A	PLRE II (2)		2018-03-14 	
Θεοκλῆς 	V6	Arados,Iasos	PF3B	SEG LIII 1199; 		2018-03-14 	
Θεοκλῆς 	V6	Tyre	P2_1B	HE 4496		2018-03-14 	
Θέοκλος 	V6	Doura-Europos	imperial	SEG VII 669, 1		2018-03-14 	
Θεόκριτος 	V6	Sidon	imperial	IMnBeyrouth 233, 2; 		2018-03-14 	
Θεοκτίστα 	V6	Lydda	P3_4A	SEG LXIII 1569, 1		2018-04-10 	
Θεόκτιστος 	V6	Mesopotamia	P6-7A	Wright_Catalogue_BM 2 p. 700 no. 753; 		2018-03-14 	
Θεόκτιστος 	V6	Laodikeia	P4A	Pall +HL 41. 4		2018-03-14 	
Θεόκτιστος 	V6	Syria	PS4A	Socr +HE v 23; RE (7); DCB (3)		2018-03-14 	
Θεόκτιστος 	V6	Antioch	449-449	Flemming_Akt_ephes_Synode p. 128, 26		2018-03-14 	
Θεόκτιστος 	V6	Tyre	byzantine	ITyr_I 28, 4; 		2018-03-14 	
Θεόκτιστος 	V6	Tyre	byzantine	ITyr_I 90; 		2018-03-14 	
Θεόκτιστος 	V6	Tyre	469-469	ITyr_I 198; 		2018-03-14 	
Θεόκτιστος 	V6	Tyre	byzantine	; ITyr_I 221, 1		2018-03-14 	
Θεόκτιστος 	V6	Laodikeia	P4_5A	Pall +H. +Laus. 41. 4		2018-03-14 	
Θεόμβροτος 	V6	Doura-Europos	imperial	TEAD 6 p. 247 no. 737, 1		2018-03-14 	
Θεόμνηστος 	V6	Tripolis,Delos	P2B	ID 1924		2018-03-14 	
Θεόμνηστος 	V6	Doura-Europos	114-121	TEAD 7/8 p. 212 no. 886, 1; TEAD 7/8 p. 214 no. 888, 3	child of Ἀντίοχος,=? Θεόμνηστος	2018-03-14 	
Θεόμνηστος 	V6	Doura-Europos	180-180	PDura 17b, 12		2018-03-14 	
Θεόμνηστος 	V6	Doura-Europos	180-180	PDura 25, 12, 35		2018-03-14 	
Θεόμνηστος 	V6	Nikopolis-İslahiye,Larisa	P3_2B	IG IX (2) 568; BE 1972, no. 242		2018-03-14 	
Θεόμνηστος 	V6	Doura-Europos	32-36	SEG II 820; &SEG VII 800; SEG II 821; &SEG VII 800; TEAD 5 p. 195 no. 544, 1	child of Ἀντίοχος	2018-03-14 	
Θεόμνηστος 	V6	Doura-Europos	108-108	TEAD 5 p. 192 no. 538, 2	child of Ἀντίοχος	2018-03-14 	
Θεόμνηστος 	V6	Jerusalem	byzantine	CIIP_I.2 933; 		2018-03-14 	
Θεόμνηστος Θαιμος 	V6	Dhakīr	imperial	IGLS_XV_2 513; 	child of Αιλαμος	2018-03-14 	
Θεόμνηστος 	V6	Antioch,	-119--118	ID 2598 II; 		2018-03-14 	
Θεόμνηστος 	V6	Arethousa	byzantine	IGLS_V 2127, 1		2018-03-14 	
Θεονίκη 	V6	Sidon	imperial	Berytus 56 (2016) p. 171 no. 52, 1; 		2018-03-14 	
Θεόπεμπτος 	V6	Kaisareia	byzantine	CIIP_II 1563; 		2018-03-14 	
Θεόπομπος 	V6	Pella-Apameia	PF2A	SEG LII 1558, 3		2018-03-14 	
Θεόπομπος 	V6	Antioch,Pompeii	71-71	CIL XVI 15		2018-03-14 	
Θεόπομπος 	V6	Sidon,Lambaesis	P2A	CIL VIII 18084, 86		2018-03-14 	
Θεόπρωτος 	V6	Doura-Europos	PM1A	TEAD 5 p. 16 no. 374, 3		2018-03-14 	
Θεος 	V6	Zoara	351-400	IPalTertia_Ia 273; 		2018-03-14 	
Θεοσέβιος 	V6	Antioch	P4A	Pall +HL 18. 24		2018-03-14 	
Θεοσέβιος 	V6	Damatha	imperial	IGLS_XV_2 329a; 		2018-03-14 	
Θεοσέβις 	V6	Antioch	449-449	Flemming_Akt_ephes_Synode p. 118, 17		2018-03-14 	
Θεοσέβις 	V6	Emmatha	455-455	SEG XLVII 1987, 3		2018-03-15 	
Θεοτέκνης 	V6	Doura-Europos	P1-2A	SEG VII 457, 3		2018-03-14 	
Θεότεκνος 	V6	Syria,Zeugma	P4_5A	Thdt +H. +Rel. 5. 6		2018-03-14 	
Θεότεκνος 	V6	Androna-Andarna	byzantine	IGLS_IV 1711	child of Βελεος	2018-03-14 	
Θεότεκνος 	V6	Atarotha-Taroutia emporon	489-489	SEG LI 1958, 7		2018-03-14 	
Θεότεκνος 	V6	Antioch	303-313	RE (1); DCB (2)		2018-03-14 	
Θεότεκνος 	V6	Antioch	363-363	ChronPasch p. 548		2018-03-14 	
Θεότεκνος 	V6	Antioch	514-518	BrooksLettersofSeverus 1 p. 92 no. i 24; ; BrooksLettersofSeverus 2 p. 321 no. v 4		2018-03-14 	
Θεότεκνος 	V6	Sidon	imperial	Bull._soc._Antiq. 1888 pp. 145-6, 2; 		2018-03-14 	
Θεότεκνος 	V6	Atarotha-Taroutia emporon	byzantine	IGLS_IV 1645		2018-03-14 	
Θεότεκνος 	V6	Kaisareia	byzantine	CIIP_II 1564; 		2018-03-14 	
Θεότεκνος Ἱμέριος 	V6	Askalon-	imperial	Syringes 1460; 		2018-03-14 	
Θεότεκνος 	V6	Atarotha-Taroutia emporon	504-505	IGLS_IV 1617	child of Ζωΐλος	2018-03-14 	
Θεότεκνος 	V6	Atarotha-Taroutia emporon	byzantine	IGLS_IV 1636		2018-03-14 	
Θεότεκνος 	V6	Syria	imperial	Berytus 56 (2016) p. 191 no. 115; 		2018-03-14 	
Θεότεκνος 	V6	Doura-Europos	232-232	PDura 115 a ii 2	child of Ακιβας	2018-03-14 	
Θεότεκνος 	V6	Laodikeia	byzantine	SEG LX 1678		2018-03-14 	
Θεότεκνος 	V6	Mt. Karmel	P3-4A	SEG LXII 1671.53		2018-04-09 	
Θεοτίμα 	V6	Besara-Beth She‘arim	200-400	IBeth_Shearim 24; 	other relative of Μοκιμος	2018-03-14 	
Θεότιμος 	V6	Saura	imperial	IGLS_XV_1 132; 		2018-03-14 	
Θεότιμος 	V6	Tyre	byzantine	ITyr_I 222 b, 1	spouse of Λέαινα	2018-03-14 	
Θεότιμος 	V6	Bostra	imperial	Melanges_Dussaud p. 572 no. 292, 1; 	child of Ουσανος	2018-03-14 	
Θεόφανα 	V6	Apheka-	200-699	(Gregg-Urman_Golan 27); ; SEG XLVI 1944.7		2018-03-14 	
Θεοφάνης 	V6	Askalon-	575-625	CIIP_III 2431; 		2018-03-14 	
Θεοφάνης 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 33; 		2018-03-14 	
Θεοφάνης 	V6	Zorava	imperial	IGLS_XV_1 210; 		2018-03-14 	
Θεοφάνης 	V6	Antiocheia,Chalkis	PS2B	IG XII (9) 952 I 4; 		2018-03-14 	
Θεοφάνης 	V6	Madaba	P6-7A	SEG VIII 330, 2; (SEG XXXII 1548)		2018-03-14 	
Θεοφάνης 	V6	‘Anāb al Kabīr	PF6A	SEG LXII 1660 C; (Madden_Corpus 12)		2018-04-06 	
Θεοφάνιος 	V6	Jerusalem	byzantine	CIIP_I.2 898; 	other relative of Θεόφιλος	2018-03-14 	
Θεοφάνιος 	V6	Tyre	byzantine	ITyr_I 203; 		2018-03-14 	
Θεοφίλα Νανεια 	V6	Adraa	imperial	IGLS_XIV_1 191		2018-03-14 	
Θεοφίλα 	V6	Jerusalem	-100-100	CIIP_I.1 147; 		2018-03-14 	
Θεοφίλα 	V6	Borekath Sabaon	505-506	IGLS_XV_2 405a; 		2018-03-14 	
Θεοφίλα 	V6	Philoteria--	528-529	SEG XXXVII 1474b, 1; (CBCMPIPT 209)		2018-03-14 	
Θεοφίλα 	V6	Seleukeia	imperial	IGLS_III_2 1151		2018-03-20 	
Θεοφίλα 	V6	Dayr Ṣalīb	362-362	IGLS_II 322A		2018-03-28 	
Θεόφιλος 	V6	Tyre	528-528	SEG LV 1694, 6		2018-03-14 	
Θεόφιλος 	V6	Choziba	P6-7A	RQ 39 (1931) p. 327 no. 188		2018-03-14 	
Θεόφιλος 	V6	Adraa	270-275	IGLS_XIV_1 20, 6	child of Μασιμος	2018-03-14 	
Θεόφιλος 	V6	Adraa	imperial	IGLS_XIV_1 25, 2		2018-03-14 	
Θεόφιλος 	V6	Gasima	imperial	IGLS_XIV.2 453, 3	child of Μαλχος	2018-03-14 	
Θεόφιλος 	V6	Antioch,Seleukeia	-186--186	WellesRC 45 B; GraingerSPG p. 120		2018-03-14 	
Θεόφιλος 	V6	Antioch	PM2A	RE (17); DCB (4); DPhA T 94		2018-03-14 	
Θεόφιλος 	V6	Syria,Beroe-Augusta Traiana	P2_3A	IGB III 1590		2018-03-14 	
Θεόφιλος 	V6	Tella-Antiocheia Arabis-	PF6A	Brooks_Appendix p. 576		2018-03-14 	
Θεόφιλος 	V6	Syria,Beroe-Augusta Traiana	222-235	IGB 1590		2018-03-14 	
Θεόφιλος 	V6	Ioudaia-Palaistine	PS4A	SeeckLibanius p. 312 no. 5		2018-03-14 	
Θεόφιλος 	V6	Antioch	361-361	SeeckLibanius p. 312 no. 4		2018-03-14 	
Θεόφιλος 	V6	Sidon	PM2A	AchTat v 10. 1	other relative of Ξενοδάμας	2018-03-14 	
Θεόφιλος 	V6	Tella-Antiocheia Arabis-	P5_6A	LandAnecSyr 2 p. 365		2018-03-14 	
Θεόφιλος 	V6	Kaperkoraon	P6-7A	IGLS_V 2027 a; IGLS_V 2040; (Mango_Treasures 2; 19)		2018-03-14 	
Θεόφιλος 	V6	Doura-Europos	imperial	SEG VII 593, 2	child of Λυσίας	2018-03-14 	
Θεόφιλος 	V6	Atarotha-Taroutia emporon	465-466	IGLS_IV 1644		2018-03-14 	
Θεόφιλος 	V6	Kaisareia	P3A	CIIP_II 1278; 		2018-03-14 	
Θεόφιλος 	V6	Jerusalem	300-500	CIIP_I.2 898; 		2018-03-14 	
Θεόφιλος 	V6	Jerusalem	byzantine	CIIP_I.2 933; 		2018-03-14 	
Θεόφιλος 	V6	Ioudaia-Palaistine	byzantine	CIIP_III 2575; 	child of Κύρικος	2018-03-14 	
Θεόφιλος 	V6	Palmyra-Tadmur	201-250	PAT 71; 	child of Σέλευκος	2018-03-14 	
Θεόφιλος 	V6	Palmyra-Tadmur	imperial	PAT 2787; 		2018-03-14 	
Θεόφιλος 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 76; 		2018-03-14 	
Θεόφιλος 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 84; 		2018-03-14 	
Θεόφιλος 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 100; 		2018-03-14 	
Θεόφιλος 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 149; 	child of Ἐπιφάνιος	2018-03-14 	
Θεόφιλος 	V6	Petra	imperial	CIS_II 379; RÉS III 1459	child of Χαιρέας	2018-03-14 	
Θεόφιλος 	V6	Petra	imperial	RÉS III 1469; 		2018-03-14 	
Θεόφιλος 	V6	Adara	byzantine	IMoab 210; 	child of Ἰωάννης	2018-03-14 	
Θεόφιλος 	V6	Zoara	399-444	IPalTertia_Ia 176; 	child of Σιλανός	2018-03-14 	
Θεόφιλος 	V6	,	P2B	ID 2085; 		2018-03-14 	
Θεόφιλος 	V6	,	-112--111	ID 2085	child of Θεόφιλος	2018-03-14 	
Θεόφιλος 	V6	Arados,	-199--150	ID 2140; 		2018-03-14 	
Θεόφιλος 	test	Palmyra-Tadmur	241-241	IGLS_XVII.1 444, 12; 	child of Θαιμαρσας,=? Θεόφιλος	2018-03-14 	
Θεόφιλος 	test	Nebo	375-450	IGLS_XXI_2 83; (SEG XLVIII 1919)		2018-03-20 	
Θεόφιλος 	V6	Doura-Europos	202-202	PDura 101 xl 7		2018-03-14 	
Θεόφιλος 	V6	Karrhai-,Rome	PS4A	ICUR 16997		2018-03-14 	
Θεόφιλος 	V6	Seleukeia	-186--186	IGLS_III_2 1183A, 1, 29; (WellesRC 45)		2018-03-20 	
